;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
exercise kombi;Superdefault;Target Muscle;exercise name;possible;eqipment ;default ;hands used;;grip type ;;;;;plane;;;;;;grip width;;;cable height  ;;;bench;;;stand;;;;;;bench : cable ;;;body : bench;;;;;body pos;;;sit;;info for equipment;info for exercise;Cables used;
;;;;FALSCH;ropes;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;1rope;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;FALSCH;FALSCH
;;;;FALSCH; nooses ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;raw ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;cuff ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;FALSCH;FALSCH
;;;;WAHR;EZ bend;WAHR*;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;WAHR;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;WAHR;90° bend ;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;WAHR;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;WAHR;staight;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;WAHR;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;;;;1;2;sup;s-n;n;n-p;pro;lat;l-s;sag;s-t;trans;t-l;;;;1--8;9--15;16-22;;;;;;;;;;0;90;180;0;45;90;135;180;;;;;;;;;
;FALSCH;triceps;extension;WAHR;d-handle var ;FALSCH;WAHR*;WAHR;WAHR;WAHR;WAHR*;WAHR;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;WAHR;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR*;FALSCH;WAHR;FALSCH;WAHR;;;;;;;1 hand used = 90° body : bench, 2 hands used = 0° b:b;WAHR;FALSCH
;;;;WAHR;d-handle fix;FALSCH;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;WAHR;;;;;;;;;;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;;;;;;;so ähnlich wie pushdown nur mit Seilen ;WAHR;FALSCH
;;;;WAHR;ropes;WAHR;FALSCH;WAHR;FALSCH;FALSCH;WAHR*;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;WAHR;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;WAHR;1rope;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;WAHR;;;;;;;;;;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;WAHR; nooses ;WAHR*;FALSCH;WAHR*;WAHR;WAHR;WAHR;WAHR*;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;WAHR;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;da kann man Fäuste machen und diese in die Schlaufen einharken ;;WAHR;FALSCH
;;;;WAHR;raw ;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;WAHR;;;;;;;;;;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;WAHR;cuff ;FALSCH;WAHR;FALSCH;WAHR;WAHR;WAHR;WAHR*;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;WAHR;;;;;;;;;;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;FALSCH;EZ bend;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;90° bend ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;staight;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;FALSCH;FALSCH
;;;;;;;1;2;sup;s-n;n;n-p;pro;lat;l-s;sag;s-t;trans;t-l;;;;1--8;9--15;16-22;;;;;;;;;;0;90;180;0;45;90;135;180;;;;;;;;;
;WAHR;triceps;extension;WAHR;d-handle var ;FALSCH;WAHR*;WAHR;WAHR;WAHR;WAHR;WAHR*;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;WAHR;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR*;FALSCH;FALSCH;WAHR;FALSCH;;;;;;;so ähnlich wie pushdown nur mit Seilen ;WAHR;FALSCH
;;;;WAHR;d-handle fix;FALSCH;WAHR;FALSCH;WAHR*;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;WAHR;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR*;FALSCH;FALSCH;WAHR;FALSCH;;;;;;;;WAHR;FALSCH
;;;;WAHR;ropes;WAHR;FALSCH;WAHR;FALSCH;FALSCH;WAHR*;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;WAHR;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;WAHR;1rope;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;WAHR;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR*;FALSCH;FALSCH;WAHR;FALSCH;;;;;;;;WAHR;FALSCH
;;;;WAHR; nooses ;WAHR*;FALSCH;WAHR;WAHR;WAHR;WAHR;WAHR*;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;WAHR;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;WAHR;raw ;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;WAHR;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR*;FALSCH;FALSCH;WAHR;FALSCH;;;;;;;;WAHR;FALSCH
;;;;WAHR;cuff ;FALSCH;WAHR;FALSCH;WAHR;WAHR;WAHR;WAHR*;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;WAHR;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR*;FALSCH;FALSCH;WAHR;FALSCH;;;;;;;;WAHR;FALSCH
;;;;FALSCH;EZ bend;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;90° bend ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;staight;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;FALSCH;FALSCH
;;;;;;;1;2;sup;s-n;n;n-p;pro;lat;l-s;sag;s-t;trans;t-l;;;;1--8;9--15;16-22;;;;;;;;;;0;90;180;0;45;90;135;180;;;;;;;;;
;FALSCH;triceps;extension;WAHR;d-handle var ;WAHR;WAHR*;WAHR;WAHR;WAHR;WAHR;WAHR*;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;WAHR;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR*;FALSCH;FALSCH;FALSCH;WAHR;;;;;;;;WAHR;FALSCH
;;;;WAHR;d-handle fix;FALSCH;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR*;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;WAHR;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR*;FALSCH;FALSCH;FALSCH;WAHR;;;;;;;;WAHR;FALSCH
;;;;WAHR;ropes;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR*;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;WAHR;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;wenn 180° dann stützt man sich mit der anderen Hand an der Bank ab;WAHR;FALSCH
;;;;WAHR;1rope;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;WAHR;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR*;FALSCH;FALSCH;FALSCH;WAHR;;;;;;;;WAHR;FALSCH
;;;;WAHR; nooses ;FALSCH;FALSCH;WAHR;WAHR;WAHR;WAHR;WAHR*;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;WAHR;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;WAHR;raw ;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;WAHR;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR*;FALSCH;FALSCH;FALSCH;WAHR;;;;;;;;WAHR;FALSCH
;;;;WAHR;cuff ;WAHR*;WAHR;FALSCH;WAHR;WAHR;WAHR;WAHR*;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;WAHR;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR*;FALSCH;FALSCH;FALSCH;WAHR;;;;;;;;WAHR;FALSCH
;;;;WAHR;EZ bend;FALSCH;FALSCH;WAHR;FALSCH;WAHR;FALSCH;WAHR*;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;WAHR;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;WAHR;90° bend ;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR*;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;WAHR;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;WAHR;staight;FALSCH;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;WAHR*;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;WAHR;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;FALSCH;FALSCH
;;;;;;;1;2;sup;s-n;n;n-p;pro;lat;l-s;sag;s-t;trans;t-l;;;;1--8;9--15;16-22;;;;;;;;;;0;90;180;0;45;90;135;180;;;;;;;;;
;FALSCH;triceps;overhead extension;WAHR;d-handle var ;FALSCH;WAHR*;WAHR;WAHR;WAHR;WAHR*;WAHR;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR;FALSCH;WAHR*;FALSCH;FALSCH;;;;;;blickrichtung : Oberarm;bei 90° muss man schauen, dass die Bank weiter vorne steht damit das Kabel nicht daran schleift ;WAHR;FALSCH
;;;;WAHR;d-handle fix;FALSCH;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR*;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR;FALSCH;WAHR*;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;WAHR;ropes;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;WAHR;1rope;WAHR;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR;FALSCH;WAHR*;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;WAHR; nooses ;FALSCH;FALSCH;WAHR;WAHR;WAHR;WAHR*;WAHR;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;WAHR;raw ;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR;FALSCH;WAHR*;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;WAHR;cuff ;FALSCH;WAHR;FALSCH;WAHR;WAHR;WAHR*;WAHR;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR;FALSCH;WAHR*;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;WAHR;EZ bend;FALSCH;FALSCH;WAHR;FALSCH;WAHR;FALSCH;WAHR*;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;WAHR;90° bend ;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR*;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;FALSCH;staight;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;FALSCH;FALSCH
;;;;;;;1;2;sup;s-n;n;n-p;pro;lat;l-s;sag;s-t;trans;t-l;;;;1--8;9--15;16-22;;;;;;;;;;0;90;180;0;45;90;135;180;;;;;;;;;
;WAHR;triceps;overhead extension;WAHR;d-handle var ;FALSCH;WAHR*;WAHR;WAHR;WAHR;WAHR*;WAHR;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR;WAHR*;FALSCH;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;WAHR;d-handle fix;FALSCH;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR;WAHR*;FALSCH;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;WAHR;ropes;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;WAHR;1rope;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR;WAHR*;FALSCH;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;WAHR; nooses ;FALSCH;FALSCH;WAHR;WAHR;WAHR;WAHR*;WAHR;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;WAHR;raw ;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR;WAHR*;FALSCH;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;WAHR;cuff ;FALSCH;WAHR;FALSCH;WAHR;WAHR;WAHR*;WAHR;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR;WAHR*;FALSCH;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;WAHR;EZ bend;WAHR*;FALSCH;WAHR;FALSCH;WAHR;FALSCH;WAHR*;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;WAHR;90° bend ;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;WAHR;staight;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;;;;1;2;sup;s-n;n;n-p;pro;lat;l-s;sag;s-t;trans;t-l;;;;1--8;9--15;16-22;;;;;;;;;;0;90;180;0;45;90;135;180;;;;;;;;;
;FALSCH;triceps;overhead extension;WAHR;d-handle var ;FALSCH;WAHR*;WAHR;WAHR;WAHR;WAHR*;WAHR;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;WAHR;d-handle fix;FALSCH;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR*;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;WAHR;ropes;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;WAHR;1rope;WAHR;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;WAHR; nooses ;FALSCH;FALSCH;WAHR;WAHR;WAHR;WAHR*;WAHR;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;WAHR;raw ;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;WAHR;cuff ;FALSCH;WAHR;FALSCH;WAHR;WAHR;WAHR*;WAHR;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;WAHR;FALSCH
;;;;FALSCH;EZ bend;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;90° bend ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;staight;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;FALSCH;FALSCH;FALSCH;;;;;;;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;FALSCH;FALSCH
;;;;;;;1;2;sup;s-n;n;n-p;pro;lat;l-s;sag;s-t;trans;t-l;;;;1--8;9--15;16-22;;;;;;;;;;0;90;180;0;45;90;135;180;;;;;;;;;
